id,height,diameter,color,pattern,weight
88,12.1132304,5.386013409,yellow,solid,58.50906346
89,8.103835042,7.608724728,yellow,striped,47.95048948
90,10.60978017,6.02433758,green,zigzag,46.73120976
91,10.29914715,7.707611535,green,zigzag,49.68873121
92,12.44014914,6.362870019,pink,striped,28.30478466
93,8.436440463,5.815750521,purple,spotted,43.71057808
94,11.25128896,5.97344289,orange,spotted,49.20717779
95,6.430377913,6.664537396,orange,solid,51.43829374
96,7.612276492,5.101113028,orange,solid,51.212071
97,8.194033625,6.397828596,yellow,striped,45.97996632
98,11.14636211,4.689374553,purple,zigzag,51.24928626
99,10.29354263,5.841852052,orange,zigzag,52.05687646
100,10.80226755,5.99176433,green,zigzag,48.59006893
101,7.500003736,6.052415594,pink,spotted,38.3447899
102,12.22627789,6.675864842,yellow,zigzag,62.03557171
103,10.92086593,7.234702899,yellow,striped,47.20118966
104,11.78042532,5.21576659,green,striped,32.55228784
105,10.25747876,6.189762333,green,spotted,44.64958428
106,7.843868045,4.0830812,green,solid,44.02814515
107,8.763991034,5.773310685,purple,solid,48.68273827
108,10.39066444,4.461058873,pink,striped,25.67809986
109,9.905152716,5.9667375,orange,striped,40.85339627
110,13.78317725,5.797057392,yellow,striped,44.5326162
111,6.518219181,4.097992874,yellow,spotted,51.33677453
112,10.53940494,5.680651008,orange,spotted,50.22295426
113,11.65049823,7.261650856,orange,striped,40.07961277
114,9.135081325,5.040823437,blue,striped,40.27534214
115,8.372843438,5.660654502,purple,striped,38.08041929
116,11.89198355,6.058366183,purple,striped,35.32473075
117,8.81268732,5.213875626,yellow,zigzag,59.29311364
118,9.268970652,6.732386703,pink,striped,31.83749763
119,7.146827055,4.842218721,orange,zigzag,49.53631889
120,13.1204925,5.208954582,yellow,zigzag,58.64275658
121,9.528544076,4.551780772,blue,zigzag,52.3195982
122,13.78169738,6.97124167,orange,spotted,50.73993286
123,13.79752949,6.480045621,pink,zigzag,45.00892529
124,9.417145903,9.078892926,blue,zigzag,57.33983564
125,12.28912144,5.896590848,pink,zigzag,41.40337717
126,9.580912802,6.466588612,orange,striped,40.48047702
127,10.45172055,6.573054579,blue,spotted,51.41485892
128,9.947449969,7.123021108,pink,spotted,39.33220028
129,8.439756122,6.907379305,purple,zigzag,53.23919419
130,14.39430679,6.364667216,green,solid,50.53053625
131,10.82439384,6.687898822,orange,solid,53.44509792
132,12.51874691,8.543398604,pink,spotted,42.71360964
133,6.430323286,6.636254434,pink,striped,30.87515317
134,12.07561334,5.802354115,yellow,striped,43.8208161
135,11.60717453,6.108480107,green,zigzag,49.34866994
136,10.07940475,5.378396151,purple,solid,49.09076239
137,10.51827292,5.580263646,blue,striped,42.57247103
138,13.3982882,5.419162538,purple,solid,51.03013581
139,11.76769535,5.44250793,green,spotted,44.62526629
140,11.23366585,6.017436764,purple,solid,51.54125036
141,11.95882504,5.295664189,blue,solid,51.39630573
142,12.83891623,6.000166434,green,spotted,44.7744391
143,10.0928994,6.01060635,purple,striped,38.77065769
144,11.25884284,8.529973015,green,striped,35.49062178
145,6.627740395,6.892177062,orange,spotted,48.06674904
146,10.29672662,6.490748301,orange,striped,41.12003432
147,10.34971408,5.015388255,yellow,striped,43.5636614
148,9.357090814,6.714053093,purple,striped,38.08982718
149,9.384395357,4.639872911,orange,zigzag,50.94782099
150,10.13368405,6.576476221,purple,solid,51.81464025
151,13.66198986,5.437091127,purple,solid,50.8702677
152,10.95402653,7.593707438,green,spotted,45.69364292
153,9.327731017,6.237015541,orange,solid,51.26918361
154,9.395350001,5.123879142,yellow,spotted,53.21384468
155,9.860432043,6.42694784,purple,solid,50.28413165
156,6.812744931,7.054491452,green,solid,46.57450298
157,7.902864299,5.214003657,blue,zigzag,52.77742094
158,13.38200617,7.83950437,green,striped,36.21789955
159,8.012513133,5.377874238,orange,striped,40.03962176
160,11.09385386,5.769052345,pink,spotted,38.49433607
161,7.95932434,4.952692808,green,striped,35.81634834
162,8.08548957,9.026716537,purple,striped,40.79932155
163,12.58840758,6.230007146,green,striped,34.7056267
164,12.08527166,6.679638772,orange,solid,53.9864132
165,9.304971304,4.887867019,orange,zigzag,52.00155409
166,12.60357223,7.115727611,blue,spotted,54.41293123
167,8.205074605,6.215961611,green,zigzag,48.17501016
168,10.61760556,7.334851051,pink,zigzag,45.90438441
169,10.2395218,5.175712109,pink,striped,25.98873225
170,10.17962503,6.953966846,green,spotted,44.03468319
171,8.448476621,7.195388223,yellow,spotted,56.44354457
172,10.47462517,6.66580235,orange,striped,39.40744721
173,11.9057099,4.732734907,green,solid,45.77284767
174,5.636705469,3.43218863,pink,zigzag,36.24111914
175,12.15706946,5.591104837,green,solid,47.97442296
176,7.734795298,7.462392936,pink,zigzag,42.35538972
177,11.08209331,3.934961949,pink,solid,39.6501959
178,7.021499315,5.935387352,orange,zigzag,51.66134734
179,8.018457021,5.783482301,blue,zigzag,55.32203843
180,12.96029605,6.166734424,yellow,striped,43.4632401
181,11.79784947,5.572402095,green,zigzag,48.6672236
182,10.30325147,4.471640826,pink,spotted,36.74005267
183,12.39160134,4.277249523,pink,solid,37.96206356
184,9.750533025,5.244877164,green,striped,34.45074204
185,10.58491862,6.021540315,purple,solid,50.32192468
186,8.578562887,6.456226148,yellow,zigzag,57.59468344
187,10.00205006,5.813565339,orange,striped,41.05902915
188,12.44975733,6.05770771,orange,striped,39.84263788
189,12.70051668,5.432651536,pink,solid,42.52592528
190,8.656358163,8.832313715,orange,spotted,49.67708454
191,4.607386783,3.243259036,purple,spotted,41.22456321
192,6.563971903,5.913511696,green,solid,47.89688795
193,13.2366928,8.06810387,blue,zigzag,59.58096106
194,8.84285429,4.503973934,yellow,zigzag,56.74398808
195,7.459972354,6.94304204,orange,spotted,49.26034906
196,12.08104507,4.268133274,yellow,striped,40.43567645
197,10.03244694,6.70360535,pink,zigzag,42.81258268
198,7.930724007,6.402830095,orange,striped,41.39425215
199,11.27091942,8.470421422,purple,solid,50.44788112
200,9.969808628,7.372250928,green,striped,35.28946058
201,12.02579735,6.517329351,orange,spotted,50.26773713
202,12.42841227,5.407466042,pink,solid,38.67018735
203,11.14127499,5.500681213,purple,striped,34.93003567
204,10.90674506,5.571343455,purple,zigzag,53.1254919
205,9.219470664,6.121757705,orange,zigzag,52.45287372
206,12.45017387,4.990278143,orange,striped,38.09415077
207,11.23418452,6.677929715,yellow,solid,58.05575325
208,8.488862833,5.038678371,purple,zigzag,50.82735753
209,4.823326362,6.329356776,purple,zigzag,48.89246412
210,10.40108432,7.82638293,orange,striped,41.01321591
211,9.064400851,4.990864381,blue,zigzag,53.64441788
212,7.700940623,6.649472032,blue,solid,53.72326943
213,13.09413075,5.055371675,green,solid,48.02577055
214,11.07480485,7.743658569,yellow,striped,47.5899516
215,7.535614171,8.167419734,yellow,spotted,53.22085304
216,9.307978791,7.322744625,blue,spotted,53.28227641
217,10.12920241,5.235383273,orange,striped,37.89970061
218,13.87184998,4.848945514,purple,striped,34.48985514
219,13.67614356,6.936200723,orange,solid,55.00150609
220,10.12228508,6.545632617,green,spotted,45.62785828
221,9.76634047,3.640533251,blue,spotted,47.80429926
222,7.461467303,6.835401259,pink,solid,40.702746
223,11.84221093,4.184232732,purple,zigzag,51.74337796
224,6.224047123,5.034529067,blue,solid,51.50048567
225,10.44519014,5.848643793,pink,striped,30.82220391
226,10.85164728,6.215239804,pink,solid,40.18206244
227,8.134134112,6.598231078,green,zigzag,48.74748797
228,10.43625578,7.224799469,yellow,striped,46.84098742
229,12.61420746,6.333167185,green,zigzag,52.12232871
230,7.922081145,7.361357845,pink,solid,39.65764589
231,6.529601388,7.364825536,blue,striped,44.33797862
232,12.65032687,4.535015629,purple,zigzag,49.68930057
233,7.352810377,5.420458511,blue,striped,42.53859883
234,11.60126667,4.993381418,blue,zigzag,56.42664619
235,10.86017755,6.673260234,orange,spotted,50.42430155
236,9.780541759,6.648401321,purple,solid,49.19562018
237,10.66689913,6.581508097,blue,solid,56.33362005
238,11.87194999,5.310193297,purple,striped,37.70459612
239,11.87857555,5.492603563,purple,striped,35.95402159
240,11.69994427,5.577744558,orange,spotted,50.05471717
241,12.32850851,5.899145322,yellow,striped,44.52840003
242,13.6822846,4.888545504,yellow,solid,57.12299452
243,9.705553109,4.797210588,purple,striped,37.62936752
244,9.561874294,6.316111359,green,solid,46.80793395
245,10.53391945,4.911585514,green,striped,33.13160501
246,9.468494742,4.807598896,yellow,striped,44.33145541
247,8.919524364,5.521750781,orange,spotted,48.55034486
248,8.996037912,5.06024747,pink,zigzag,38.38311612
249,12.51375619,4.880128585,orange,striped,37.00356111
250,9.326419432,4.850812221,purple,zigzag,49.22960251
251,8.640887521,5.072130569,yellow,striped,44.3242923
252,9.480823166,6.215624351,green,zigzag,49.02733815
253,7.291874888,5.720294734,blue,striped,42.18466172
254,14.11958226,4.361670303,orange,solid,52.40197749
255,11.7079308,6.148100394,blue,spotted,52.40642288
256,8.819698353,4.697714404,yellow,spotted,51.26403225
257,6.909283538,5.604746747,green,spotted,42.63468249
258,10.91217716,6.295107408,pink,spotted,41.0009867
259,11.14363667,7.223756137,orange,striped,41.85047775
260,10.7860419,4.479406084,yellow,striped,41.24238922
261,9.407571085,7.582664154,pink,solid,43.89639982
262,12.2421478,5.980932343,orange,zigzag,55.54425016
263,9.754566763,5.637594795,green,striped,37.01830788
264,8.371079078,6.403315449,orange,solid,53.5901623
265,11.28346169,5.787946473,orange,zigzag,55.68779692
266,11.14741318,6.542539532,blue,zigzag,56.79814035
267,7.546123806,6.90026192,purple,solid,50.3625285
268,11.55401761,5.099722527,purple,spotted,45.11540871
269,11.86538822,6.391422189,yellow,striped,44.88733008
270,9.798934772,5.980182072,pink,zigzag,43.9387804
271,11.05124091,5.630859937,yellow,solid,55.76240523
272,12.62862019,7.524432721,pink,solid,44.16896862
273,8.924871482,5.502295201,purple,zigzag,50.9064446
274,9.812152817,6.72240754,yellow,striped,47.08826178
275,8.343922321,5.898697885,purple,spotted,45.70355403
276,12.92619998,5.17498568,purple,striped,35.5165585
277,8.670748239,5.59869716,pink,striped,28.42513939
278,9.785583189,6.990699251,yellow,solid,61.58755014
279,9.925724389,3.744715745,pink,solid,38.87788042
280,11.22163026,6.406513509,purple,zigzag,51.79375686
281,8.255886126,5.907728337,pink,solid,41.46514049
282,9.962143233,5.915941271,blue,spotted,51.32859215
283,10.35308233,7.245905914,orange,solid,53.9126372
284,7.762148771,6.606958588,orange,zigzag,53.33694098
285,9.670801491,5.822013222,purple,zigzag,52.05879713
286,9.568346982,5.661777786,orange,spotted,46.44948492
287,13.60088026,5.49849567,orange,spotted,49.54571325
288,6.867049636,5.304065331,green,zigzag,46.46860598
289,8.602414516,5.066827168,pink,spotted,37.8042393
290,9.272935608,6.959263388,pink,spotted,39.71914421
291,10.41744257,5.40124405,yellow,solid,58.03193339
292,10.44699646,6.170957691,blue,striped,42.62603277
293,9.633678286,7.384080277,pink,solid,41.70170404
294,14.96029874,5.584006576,yellow,spotted,55.97149881
295,8.128006381,7.504672968,pink,spotted,38.0910676
296,12.48295207,6.232113701,purple,striped,36.43768715
297,9.251938598,7.612177009,purple,solid,53.04756495
298,10.53441611,6.087288024,purple,zigzag,54.12495996
299,10.52330167,6.150116159,purple,striped,38.19745761
300,10.83028074,4.41578325,purple,solid,48.44722752
301,11.81042932,7.038053088,green,solid,49.58332081
302,11.71910671,6.063462589,pink,striped,28.77139796
303,9.777948259,6.510863563,yellow,zigzag,60.16472218
304,9.893139068,4.643724752,purple,striped,37.91894287
305,9.740521433,7.012041427,green,solid,48.16177461
306,6.805167884,6.110282853,green,zigzag,48.01062908
307,9.233326093,7.158472186,green,spotted,45.5397286
308,12.28722777,5.832906447,pink,striped,28.30369534
309,13.74159092,6.276023059,green,zigzag,51.0197083
310,9.469750429,7.277663932,purple,spotted,47.42309229
311,9.786822959,4.635520749,blue,zigzag,52.64803195
312,8.551435402,5.570346024,purple,solid,49.95712472
313,10.09080583,5.587272194,yellow,solid,57.85577918
314,10.25935178,5.211948016,purple,zigzag,49.78485722
315,9.554391626,5.57933493,pink,striped,31.10662425
316,12.15340391,5.99240367,blue,zigzag,57.31543427
317,7.478075385,6.997586964,pink,zigzag,42.64943414
318,9.326140046,6.066295929,orange,solid,52.20406885
319,10.97672146,4.732072308,green,spotted,42.08684013
320,8.762091376,8.417830808,pink,zigzag,44.6570871
321,9.276394699,6.029140879,yellow,spotted,53.40707137
322,11.2238838,6.138174076,purple,solid,52.01947662
323,11.46382084,5.49713326,green,striped,32.57243947
324,11.10555015,6.024564938,purple,striped,37.70304181
325,9.540686593,5.896313291,blue,solid,53.47916824
326,12.09502533,5.124403382,blue,zigzag,56.35484722
327,9.706106034,5.955042091,orange,striped,40.44852424
328,6.390335394,4.076067399,purple,solid,45.28156276
329,11.30255331,6.713157946,green,spotted,46.14891796
330,9.51597123,5.945157193,purple,striped,39.524345
331,6.853422818,7.179117925,yellow,solid,55.7273218
332,11.79792948,6.541388979,pink,spotted,39.43867575
333,5.518032013,5.50301262,pink,solid,39.44506805
334,10.41315062,6.741758406,orange,zigzag,54.62339728
335,12.9797883,6.348719356,blue,solid,56.26991582
336,9.854130779,5.025962193,green,solid,46.56192375
337,9.5709293,5.455371314,pink,striped,26.36285896
338,9.662338685,4.975902464,pink,spotted,36.66010846
339,12.27095973,5.871385906,yellow,spotted,55.35280557
340,12.66294508,6.759104289,pink,striped,26.8987079
341,13.25633635,7.669908454,pink,solid,45.25251517
342,11.57364675,5.903530512,purple,striped,37.31077823
343,6.364041832,5.006318771,orange,solid,48.61132849
344,11.91883777,5.602007711,yellow,solid,56.39873744
345,10.19060629,4.891562703,blue,solid,50.84283827
346,10.74901988,6.813733728,purple,zigzag,55.29764633
347,10.28322303,6.16610492,purple,zigzag,52.45227025
348,10.80283573,5.684758522,green,spotted,44.35765103
349,7.904206977,6.077028236,purple,striped,39.54207493
350,6.935917177,5.397361013,yellow,zigzag,56.38280141
351,12.62608429,5.365500017,yellow,zigzag,58.47025155
352,10.76795411,4.402616631,blue,zigzag,55.31688155
353,10.67888456,5.916490931,pink,spotted,38.24372277
354,9.076861768,6.991813808,orange,spotted,50.10595523
355,11.49884492,6.5482172,purple,solid,50.3272773
356,9.460792202,5.06467651,pink,spotted,36.68261252
357,13.43660288,4.641906456,pink,solid,41.05810348
358,9.158368983,5.650698972,yellow,zigzag,59.52872998
359,9.152771281,5.012329731,purple,spotted,44.65137615
360,7.07485781,4.042583472,green,solid,43.34560466
361,11.56796217,5.955260666,yellow,solid,57.06818462
362,9.153370745,3.793954705,pink,striped,23.44132718
363,9.754141521,5.871423289,green,solid,48.51817996
364,10.43866981,3.83700823,yellow,spotted,51.54442087
365,8.889344675,4.419821375,purple,striped,36.79600213
366,9.749350711,6.795071973,purple,zigzag,52.65796578
367,11.70172027,7.16401574,orange,solid,53.91568127
368,10.32659621,5.597871245,yellow,striped,45.89926724
369,7.966143867,5.335517427,green,spotted,42.76280852
370,5.350399209,5.010443816,orange,solid,49.27904814
371,6.283815237,8.314946717,yellow,spotted,55.75929531
372,10.90197897,5.439554129,green,spotted,44.45440481
373,12.91497864,5.062367703,blue,solid,52.87892147
374,7.905175927,5.473050588,pink,spotted,37.6355859
375,12.56943108,5.90872159,pink,striped,28.37285109
376,10.22004265,7.234290657,purple,spotted,48.66454093
377,10.96304381,6.136312519,purple,solid,49.43008729
378,10.50586021,7.031075643,purple,solid,52.53552443
379,7.28496364,7.367590909,blue,zigzag,55.94405746
380,7.596450201,7.687995448,purple,solid,51.70316738
381,11.10802277,6.602201922,orange,spotted,52.448461
382,10.55894032,6.422742442,orange,solid,53.86122839
383,11.22985689,6.296432713,purple,striped,38.89571731
384,12.30248317,5.855775061,orange,zigzag,54.94924193
385,11.85533622,3.665810922,pink,striped,24.0172327
386,8.1806594,6.990301415,pink,solid,40.48331891
387,9.807591793,5.445250739,purple,solid,48.55045714
388,8.68606633,6.911211377,pink,solid,43.13874898
389,9.434024762,5.182288225,pink,solid,39.46738346
390,9.14599443,4.465038542,green,striped,30.88143066
391,12.18880404,5.704068998,orange,solid,52.9333946
392,8.385633724,6.328954347,purple,striped,39.97119438
393,9.674036642,5.112741636,pink,zigzag,42.47928176
394,13.01482986,5.459243056,yellow,spotted,54.23425813
395,11.41410907,6.56949248,purple,striped,38.04782648
396,9.97209409,4.19345783,purple,spotted,43.60944011
397,10.51693651,4.868900186,orange,striped,39.65764701
398,9.736701563,5.954809872,purple,striped,37.69735086
399,11.98854349,6.56370877,blue,spotted,51.7937972
400,9.423819463,5.489032478,purple,zigzag,51.58973361
401,7.810936846,5.312075378,green,zigzag,45.81995629
402,8.942461548,5.796081991,yellow,solid,57.62558705
403,8.319056683,5.679357296,purple,spotted,45.46719506
404,7.88313573,6.680407788,yellow,zigzag,57.91949983
405,7.2564193,4.838863706,orange,spotted,46.36604399
406,10.75201586,3.559960803,yellow,zigzag,55.50384527
407,11.58693549,5.617564919,orange,striped,38.23389562
408,7.413949317,5.318790202,orange,spotted,47.7068054
409,9.397218563,7.825706109,pink,solid,42.90662122
410,6.736834001,6.169301008,green,zigzag,48.37144583
411,9.175928825,5.85755226,green,striped,35.24525
412,8.154511565,6.942548955,green,striped,36.94155567
413,8.397095727,5.830209378,green,striped,36.65991726
414,13.03470643,6.064751085,green,striped,33.3996212
415,12.1712089,5.584100014,green,striped,33.08852485
416,10.01621803,7.481418511,blue,striped,42.62771885
417,9.555537477,7.567784048,green,solid,47.62428531
418,11.52026755,6.133251137,yellow,striped,45.06277447
419,12.95689433,5.298094631,green,zigzag,50.77830732
420,9.518948314,6.233324616,blue,striped,42.54263605
421,9.556748075,4.148057773,green,striped,32.70599881
422,12.12844354,6.809547259,yellow,spotted,57.07452276
423,13.23045392,6.501134706,purple,spotted,47.97630256
424,11.26754074,4.87689126,green,solid,44.65423832
425,8.857038662,6.087986026,green,solid,47.93058693
426,9.204003816,6.354964853,purple,spotted,45.32651951
427,11.70480683,6.367839259,purple,zigzag,53.3260716
428,10.49317854,6.584691409,purple,striped,38.92519394
429,10.04381577,5.602353787,green,striped,35.1706448
430,12.58567207,4.530036926,pink,zigzag,42.0389878
431,8.749118096,5.494959314,purple,solid,50.33081452
432,12.95536469,7.460120992,orange,striped,38.75982849
433,11.27485737,6.88752071,blue,solid,55.42053971
434,7.353955338,5.475581445,blue,zigzag,54.21974526
435,10.46674235,6.618706912,pink,spotted,40.61582967
436,10.41022727,6.275433917,orange,solid,52.02442346
437,8.598110567,5.544449856,green,zigzag,44.48838996
438,8.663382236,6.615177803,green,striped,36.51035673
439,9.047046803,5.668452549,blue,solid,52.27431482
440,12.71956552,4.719685654,green,spotted,41.2070942
441,6.016832044,7.413732009,purple,striped,40.60178403
442,9.473410001,4.368071897,yellow,striped,43.21741718
443,7.903572297,5.978421043,pink,striped,31.08618634
444,8.880110407,5.086944483,purple,zigzag,50.05824044
445,4.619205062,5.990111943,pink,spotted,35.61252303
446,8.193149648,7.25135732,pink,solid,40.29752434
447,8.596741426,5.278607911,orange,zigzag,53.30086074
448,10.57405691,6.791976457,pink,spotted,41.16128107
449,11.27140445,5.945173862,purple,spotted,47.64953822
450,9.370545564,6.446281169,blue,striped,44.62139894
451,13.08525599,5.519381126,yellow,solid,57.63834176
452,8.987214886,6.174775605,green,zigzag,46.26565281
453,8.171331965,5.725609523,purple,zigzag,50.28703248
454,8.837773481,6.141852712,orange,striped,40.85706434
455,10.42909508,4.869986512,pink,spotted,36.01655242
456,8.92617565,7.155473314,blue,spotted,51.86635211
457,11.67623183,5.014827411,green,zigzag,49.23738595
458,8.105908046,6.547140383,pink,striped,31.60294699
459,10.93535506,7.638812224,pink,solid,43.46889364
460,9.970592264,7.405775066,purple,spotted,49.92293921
461,10.7127075,6.035287969,purple,striped,37.72633531
462,10.13276005,6.008461012,purple,spotted,48.10009083
463,13.49113911,5.616842906,blue,solid,58.21429859
464,10.57957272,5.607309669,yellow,solid,58.77353425
465,11.19978649,3.943948263,yellow,striped,41.52823727
466,10.42803049,5.357903594,pink,spotted,37.76398728
467,7.295217281,7.605876919,yellow,zigzag,57.94202382
468,11.75868566,7.203069567,blue,striped,42.31012685
469,7.328364293,7.198361025,green,striped,36.52478198
470,10.79619245,4.855479342,blue,zigzag,53.43464935
471,10.40561622,6.827845431,yellow,spotted,55.03752302
472,11.74802813,5.213523843,pink,solid,41.27768563
473,9.236353171,6.376302918,green,zigzag,49.43402042
474,6.665149677,6.410761895,yellow,spotted,54.08968362
475,9.272061694,5.841853521,green,solid,46.08934833
476,12.59159688,5.343849563,yellow,solid,58.72241825
477,12.28036072,5.658019142,green,zigzag,49.05553403
478,9.977982281,4.070316727,purple,zigzag,48.28606989
479,10.47010008,4.916818323,green,striped,30.94237568
480,12.05768711,4.888298183,green,zigzag,48.21609821
481,13.02009819,6.386500588,yellow,solid,58.17997021
482,7.84055059,6.192135795,yellow,zigzag,58.51722888
483,8.97605655,7.12711422,yellow,striped,48.03522273
484,8.485635068,5.391019619,green,solid,45.61917326
485,10.13056853,5.278357472,purple,striped,36.30908425
486,11.51523335,7.260029462,pink,zigzag,45.29795135
487,8.952338604,5.339899764,pink,striped,28.51874562
488,11.39334184,7.496478059,orange,spotted,52.17905283
489,5.670546233,4.245909505,yellow,striped,44.50378191
490,7.755171147,6.460144116,yellow,zigzag,57.83701337
491,7.808124742,7.299156587,green,solid,49.99697573
492,8.626907028,6.432955631,purple,striped,38.73309046
493,11.32909618,5.073210284,pink,striped,29.3119078
494,9.674850911,6.514625087,purple,solid,51.87765228
495,11.80984466,7.751195352,orange,striped,41.84481799
496,12.39984628,5.182419659,green,solid,47.2124823
497,9.512827018,5.857019847,pink,solid,42.61052041
498,6.800289074,8.044568801,purple,striped,43.11391253
499,8.368016537,4.273103289,purple,spotted,45.05119518
500,8.621684427,5.439869748,pink,spotted,37.87674725
501,10.03340593,7.363424373,blue,solid,55.71155422
502,10.64306759,5.94887508,pink,striped,29.78260837
503,10.14440428,5.342879221,pink,zigzag,45.04251612
504,11.15248129,5.578997537,green,zigzag,48.75270976
505,10.52185717,5.148764425,orange,solid,51.83292736
506,8.798390921,7.363872967,blue,zigzag,55.76240156
507,8.969539688,6.654970145,yellow,solid,56.83233209
508,8.526768186,6.816715371,green,zigzag,49.00242118
509,11.53876888,6.937068369,yellow,zigzag,59.22733514
510,10.62356084,5.161764145,blue,solid,55.41963981
511,12.32703583,5.799113592,green,solid,48.04368427
512,9.759884742,5.752094749,green,solid,45.99595305
513,10.50237743,5.395052349,pink,zigzag,41.0328312
514,11.83789718,6.178542328,orange,striped,39.54427423
515,12.93489378,6.133844528,green,solid,49.26694182
516,9.940979558,4.615588067,green,striped,32.46269582
517,10.23012409,6.48521881,green,spotted,46.20586833
518,14.6169791,4.090441672,orange,zigzag,52.14595419
519,12.49801363,7.348570592,orange,spotted,50.94097757
520,7.42731288,6.171910385,purple,zigzag,49.03158734
521,8.38885016,5.31627564,pink,striped,29.59789108
522,9.364289955,7.486494216,green,striped,36.14255288
523,11.52009061,5.521598617,orange,striped,38.40079835
524,13.26777955,5.344864529,orange,solid,53.52375518
